#
# RSPConnections_Cobalt
#
# $Id: $
#
# List of Connections between RSP boards and the Cobalt nodes at CEP.
#
# The Core stations have two possible connections: one for 
# 1x48 HBA tiles, one for 2x24 HBA tiles. These have two separate 
# entries in this file.
#
# International stations have one entry per VLAN. Each set of entries
# must be duplicated to obtain the settings for the 4 RSP boards that
# send data.
#
#                IMPORTANT !!!!!! BEWARE
#
# 	The items in the seperate lines of this file must be seperated by either a SINGLE whitespace or a single tab!!!!
#	Furthermore, this file is read by PVSS controllers to fill in the database, ANY change could possibly have an impact
#	on PVSS, so please double check. In case of doubt, contact the PVSS maintainer
#
# The network configuration is as follows:
#
# RD1 -> cbt001
# RD1 -> cbt002
# RD0 -> cbt003
# RD0 -> cbt004
# RD0 -> cbt005
# RD1 -> cbt006
# RD1 -> cbt007
# RD0 -> cbt008
# RD0 -> cbt009
# RD1 -> cbt010

CS401 RSP_1 cbt007-10GB03 10.168.102.3 A0:36:9F:1F:7B:3C

CS501 RSP_0 cbt006-10GB03 10.168.101.3 A0:36:9F:1F:7A:34
CS501 RSP_1 cbt006-10GB03 10.168.101.3 A0:36:9F:1F:7A:34

RS104 RSP_0 cbt002-10GB03 10.168.97.3 A0:36:9F:1F:79:A0

RS106 RSP_0 cbt008-10GB03 10.168.103.3 A0:36:9F:1F:79:00

RS205 RSP_0 cbt007-10GB04 10.168.102.4 A0:36:9F:1F:7B:3E

RS208 RSP_0 cbt001-10GB04 10.168.96.4 A0:36:9F:1F:7B:46

RS210 RSP_0 cbt005-10GB03 10.168.100.3 A0:36:9F:1F:79:E0

RS305 RSP_0 cbt006-10GB04 10.168.101.4 A0:36:9F:1F:7A:36

RS306 RSP_0 cbt005-10GB01 10.168.100.1 A0:36:9F:1F:7B:74

RS307 RSP_0 cbt008-10GB01 10.168.103.1 A0:36:9F:1F:7B:68

RS310 RSP_0 cbt002-10GB04 10.168.97.4 A0:36:9F:1F:79:A2

RS406 RSP_0 cbt007-10GB03 10.168.102.3 A0:36:9F:1F:7B:3C

RS407 RSP_0 cbt001-10GB04 10.168.96.4 A0:36:9F:1F:7B:46

RS409 RSP_0 cbt002-10GB03 10.168.97.3 A0:36:9F:1F:79:A0

RS410 RSP_0 cbt002-10GB04 10.168.97.4 A0:36:9F:1F:79:A2

RS503 RSP_0 cbt006-10GB04 10.168.101.4 A0:36:9F:1F:7A:36

RS508 RSP_0 cbt008-10GB03 10.168.103.3 A0:36:9F:1F:79:00

RS509 RSP_0 cbt007-10GB04 10.168.102.4 A0:36:9F:1F:7B:3E

DE601 RSP_0 cbt008-10GB04 10.211.1.108 A0:36:9F:1F:79:02
DE601 RSP_0 cbt008-10GB04 10.212.1.108 A0:36:9F:1F:79:02
DE601 RSP_0 cbt008-10GB04 10.213.1.108 A0:36:9F:1F:79:02
DE601 RSP_0 cbt008-10GB04 10.214.1.108 A0:36:9F:1F:79:02

DE602 RSP_0 cbt003-10GB04 10.200.41.103 A0:36:9F:1F:7B:42

DE603 RSP_0 cbt004-10GB04 10.211.1.104 A0:36:9F:1F:7A:06
DE603 RSP_0 cbt004-10GB04 10.212.1.104 A0:36:9F:1F:7A:06
DE603 RSP_0 cbt004-10GB04 10.213.1.104 A0:36:9F:1F:7A:06
DE603 RSP_0 cbt004-10GB04 10.214.1.104 A0:36:9F:1F:7A:06

DE604 RSP_0 cbt003-10GB04 10.200.81.103 A0:36:9F:1F:7B:42

DE605 RSP_0 cbt008-10GB04 10.211.1.108 A0:36:9F:1F:79:02
DE605 RSP_0 cbt008-10GB04 10.212.1.108 A0:36:9F:1F:79:02
DE605 RSP_0 cbt008-10GB04 10.213.1.108 A0:36:9F:1F:79:02
DE605 RSP_0 cbt008-10GB04 10.214.1.108 A0:36:9F:1F:79:02

FR606 RSP_0 cbt005-10GB04 10.211.1.105 A0:36:9F:1F:79:E2
FR606 RSP_0 cbt005-10GB04 10.212.1.105 A0:36:9F:1F:79:E2
FR606 RSP_0 cbt005-10GB04 10.213.1.105 A0:36:9F:1F:79:E2
FR606 RSP_0 cbt005-10GB04 10.214.1.105 A0:36:9F:1F:79:E2

SE607 RSP_0 cbt004-10GB04 10.211.1.104 A0:36:9F:1F:7A:06
SE607 RSP_0 cbt004-10GB04 10.212.1.104 A0:36:9F:1F:7A:06
SE607 RSP_0 cbt004-10GB04 10.213.1.104 A0:36:9F:1F:7A:06
SE607 RSP_0 cbt004-10GB04 10.214.1.104 A0:36:9F:1F:7A:06

UK608 RSP_0 cbt005-10GB04 10.211.1.105 A0:36:9F:1F:79:E2
UK608 RSP_0 cbt005-10GB04 10.212.1.105 A0:36:9F:1F:79:E2
UK608 RSP_0 cbt005-10GB04 10.213.1.105 A0:36:9F:1F:79:E2
UK608 RSP_0 cbt005-10GB04 10.214.1.105 A0:36:9F:1F:79:E2

DE609 RSP_0 cbt008-10GB04 10.200.91.108 A0:36:9F:1F:79:02
DE609 RSP_0 cbt008-10GB04 10.200.92.108 A0:36:9F:1F:79:02

PL610 RSP_0 cbt003-10GB04 10.220.11.103 A0:36:9F:1F:7B:42

PL611 RSP_0 cbt004-10GB04 10.220.41.104 A0:36:9F:1F:7A:06

PL612 RSP_0 cbt005-10GB04 10.220.61.105 A0:36:9F:1F:79:E2

IE613 RSP_0 cbt002-10GB04 10.220.81.102 A0:36:9F:1F:79:A2

